Id,preco
562,350000
563,370000
564,400000
565,350000
566,330000
567,350000
568,450000
569,1100000
570,235000
571,550000
572,350000
573,1100000
574,350000
575,550000
576,1300000
577,1100000
578,300000
579,1200000
580,1200000
581,350000
582,1200000
583,1100000
584,380000
585,1100000
586,1200000
587,1100000
588,1100000
589,350000
590,400000
591,1100000
592,380000
593,370000
594,350000
595,350000
596,550000
597,550000
598,400000
599,550000
600,370000
601,370000
602,550000
603,400000
604,350000
605,650000
606,350000
607,1100000
608,370000
609,1100000
610,350000
611,550000
612,350000
613,550000
614,370000
615,1100000
616,350000
617,1150000
618,250000
619,350000
620,350000
621,400000
622,1500000
623,1200000
624,350000
625,350000
626,350000
627,1200000
628,350000
629,1100000
630,400000
631,1200000
632,550000
633,400000
634,350000
635,250000
636,350000
637,350000
638,350000
639,220000
640,550000
641,1100000
642,350000
643,350000
644,350000
645,400000
646,360000
647,350000
648,350000
649,350000
650,350000
651,1100000
652,400000
653,400000
654,350000
655,1100000
656,350000
657,350000
658,350000
659,360000
660,350000
661,1100000
662,370000
663,170000
664,350000
665,400000
666,350000
667,400000
668,1100000
669,1100000
670,1100000
671,350000
672,380000
673,1100000
674,1200000
675,550000
676,350000
677,370000
678,350000
679,250000
680,550000
681,400000
682,350000
683,400000
684,350000
685,550000
686,1300000
687,350000
688,350000
689,350000
690,1100000
691,1100000
692,550000
693,600000
694,550000
695,1100000
696,550000
697,350000
698,1100000
699,350000
700,350000
701,400000
702,370000
703,1100000
704,1100000
705,350000
706,350000
707,1100000
708,220000
709,1200000
710,350000
711,1100000
712,400000
713,350000
714,350000
715,1100000
716,550000
717,1100000
718,550000
719,280000
720,350000
721,350000
722,350000
723,300000
724,1100000
725,400000
726,1100000
727,350000
728,350000
729,350000
730,550000
731,650000
732,350000
733,350000
734,350000
735,350000
736,350000
737,360000
738,1200000
739,550000
740,400000
741,1200000
742,550000
743,350000
744,350000
745,400000
746,400000
747,1200000
748,450000
749,350000
750,360000
751,350000
752,350000
753,400000
754,350000
755,550000
756,550000
757,370000
758,400000
759,370000
760,350000
761,350000
762,850000
763,220000
764,1100000
765,350000
766,550000
767,1200000
768,400000
769,1200000
770,350000
771,1100000
772,1500000
773,550000
774,1100000
775,550000
776,1300000
777,1100000
778,250000
779,350000
780,350000
781,400000
782,400000
783,1200000
784,350000
785,350000
786,250000
787,1100000
788,350000
789,250000
790,350000
791,1200000
792,300000
793,350000
794,1100000
795,550000
796,650000
797,350000
798,1100000
799,400000
800,750000
801,370000
802,1100000
803,1200000
804,350000
805,350000
806,350000
807,350000
808,350000
809,850000
810,350000
811,550000
812,400000
813,250000
814,1100000
815,550000
816,1200000
817,350000
818,350000
819,1100000
820,1100000
821,250000
822,350000
823,1200000
824,350000
825,1200000
826,350000
827,350000
828,400000
829,350000
830,1200000
831,550000
832,300000
833,550000
834,350000
835,1100000
836,1100000
837,350000
838,1200000
839,350000
840,370000
841,400000
842,850000
843,1200000
844,550000
845,1100000
846,400000
847,350000
848,330000
849,750000
850,350000
851,550000
852,360000
853,400000
854,450000
855,400000
856,360000
857,1100000
858,350000
859,1100000
860,380000
861,400000
862,550000
863,400000
864,360000
865,1200000
866,350000
867,550000
868,1500000
869,370000
870,650000
871,1200000
872,400000
873,1100000
874,1100000
875,350000
876,1100000
877,550000
878,450000
879,350000
880,350000
881,1100000
882,1100000
883,400000
884,1200000
885,1500000
886,350000
887,360000
888,350000
889,550000
890,450000
891,1100000
892,550000
893,350000
894,250000
895,1100000
896,400000
897,350000
898,380000
899,350000
900,1200000
901,400000
902,350000
903,550000
904,370000
905,750000
906,1300000
907,1200000
908,1100000
909,1200000
910,350000
911,370000
912,350000
913,1200000
914,1200000
915,950000
916,360000
917,1100000
918,400000
919,350000
920,350000
921,1400000
922,1200000
923,350000
924,380000
925,380000
926,350000
927,350000
928,400000
929,1100000
930,350000
931,400000
932,550000
933,400000
934,550000
935,300000
936,550000
937,1100000
938,360000
939,1100000
940,350000
941,1500000
942,1200000
943,2100000
944,550000
945,850000
946,350000
947,250000
948,350000
949,1200000
950,350000
951,550000
952,1200000
953,1100000
954,1200000
955,350000
956,1100000
957,250000
958,360000
959,350000
960,1100000
961,550000
962,350000
963,550000
964,1200000
965,550000
966,350000
967,1100000
968,1200000
969,350000
970,650000
971,350000
972,380000
973,300000
974,250000
975,250000
976,350000
977,350000
978,2500000
979,550000
980,350000
981,450000
982,360000
983,350000
984,300000
985,1100000
986,370000
987,1100000
988,350000
989,350000
990,350000
991,1200000
992,1200000
993,450000
994,350000
995,1100000
996,550000
997,550000
998,350000
999,550000
1000,350000
1001,1200000
1002,750000
1003,250000
1004,550000
1005,350000
1006,380000
1007,550000
1008,550000
1009,370000
1010,250000
1011,1100000
1012,868000
1013,550000
1014,350000
1015,350000
1016,250000
1017,350000
1018,1100000
1019,350000
1020,360000
1021,350000
1022,360000
1023,350000
1024,1500000
1025,1100000
1026,1100000
1027,350000
1028,550000
1029,1100000
1030,550000
1031,400000
1032,350000
1033,550000
1034,370000
1035,350000
1036,550000
1037,350000
1038,1100000
1039,400000
1040,350000
1041,400000
1042,330000
1043,1100000
1044,350000
1045,400000
1046,380000
1047,1200000
1048,1200000
1049,1100000
1050,1100000
1051,400000
1052,1200000
1053,850000
1054,1200000
1055,350000
1056,400000
1057,550000
1058,1100000
1059,1200000
1060,350000
1061,250000
1062,1200000
1063,1200000
1064,550000
1065,350000
1066,350000
1067,400000
1068,350000
1069,1100000
1070,1100000
1071,550000
1072,1200000
1073,380000
1074,350000
1075,550000
1076,360000
1077,380000
1078,350000
1079,370000
1080,750000
1081,350000
1082,400000
1083,1100000
1084,350000
1085,550000
1086,350000
1087,400000
1088,1100000
1089,360000
1090,400000
1091,1100000
1092,1200000
1093,370000
1094,550000
1095,400000
1096,350000
1097,1200000
1098,350000
1099,350000
1100,1100000
1101,1100000
1102,350000
1103,1100000
1104,350000
1105,400000
1106,450000
1107,650000
1108,350000
1109,350000
1110,1100000
1111,1100000
1112,1200000
1113,350000
1114,360000
1115,1100000
1116,1200000
1117,350000
1118,350000
1119,750000
1120,550000
1121,550000
1122,360000
1123,1100000
1124,350000
1125,1100000
1126,350000
1127,1100000
1128,360000
1129,1200000
1130,250000
1131,550000
1132,350000
1133,550000
1134,1200000
1135,370000
1136,730000
1137,1100000
1138,350000
1139,550000
1140,350000
1141,250000
1142,350000
1143,350000
1144,350000
1145,400000
1146,400000
1147,350000
1148,1100000
1149,1100000
1150,550000
1151,350000
1152,1200000
1153,600000
1154,250000
1155,550000
1156,350000
1157,350000
1158,250000
1159,400000
1160,350000
1161,350000
1162,350000
1163,350000
1164,350000
1165,1100000
1166,550000
1167,550000
1168,370000
1169,550000
1170,1200000
1171,1100000
1172,550000
1173,650000
1174,550000
1175,360000
1176,350000
1177,550000
1178,550000
1179,650000
1180,350000
1181,1100000
1182,300000
1183,250000
1184,550000
1185,350000
1186,280000
1187,400000
1188,550000
1189,350000
1190,1300000
1191,350000
1192,250000
1193,850000
1194,400000
1195,250000
1196,350000
1197,350000
1198,370000
1199,350000
1200,370000
1201,750000
1202,350000
1203,350000
1204,350000
1205,350000
1206,350000
1207,370000
1208,1300000
1209,350000
1210,550000
1211,650000
1212,350000
1213,600000
1214,1100000
1215,350000
1216,400000
1217,550000
1218,350000
1219,350000
1220,550000
1221,350000
1222,350000
1223,350000
1224,550000
1225,350000
1226,400000
1227,360000
1228,400000
1229,750000
1230,400000
1231,1100000
1232,300000
1233,380000
1234,350000
1235,1200000
1236,350000
1237,1200000
1238,350000
1239,550000
1240,300000
1241,550000
1242,300000
1243,350000
1244,350000
1245,240000
1246,1200000
1247,1200000
1248,350000
1249,380000
1250,350000
1251,790000
1252,1100000
1253,400000
1254,350000
1255,850000
1256,400000
1257,350000
1258,550000
1259,550000
1260,350000
1261,350000
1262,250000
1263,1100000
1264,350000
1265,1200000
1266,370000
1267,350000
1268,400000
1269,400000
1270,1100000
1271,1400000
1272,750000
1273,850000
1274,400000
1275,280000
1276,850000
1277,400000
1278,1200000
1279,1200000
1280,250000
1281,360000
1282,850000
1283,550000
1284,370000
1285,450000
1286,400000
1287,380000
1288,350000
1289,360000
1290,1200000
1291,850000
1292,650000
1293,550000
1294,1200000
1295,370000
1296,550000
1297,350000
1298,250000
1299,350000
1300,1100000
1301,350000
1302,1100000
1303,650000
1304,550000
1305,750000
1306,1200000
1307,350000
1308,1200000
1309,750000
1310,350000
1311,360000
1312,350000
1313,1200000
1314,450000
1315,1100000
1316,850000
1317,350000
1318,350000
1319,550000
1320,400000
1321,850000
1322,550000
1323,750000
1324,550000
1325,350000
1326,550000
1327,550000
1328,220000
1329,220000
1330,350000
1331,350000
1332,650000
1333,350000
1334,1100000
1335,1100000
1336,400000
1337,350000
1338,360000
1339,350000
1340,400000
1341,750000
1342,350000
1343,1100000
1344,1100000
1345,1100000
1346,1200000
1347,550000
1348,550000
1349,370000
1350,370000
1351,350000
1352,350000
1353,1300000
1354,550000
1355,350000
1356,400000
1357,450000
1358,400000
1359,400000
1360,350000
1361,350000
1362,550000
1363,550000
1364,1100000
1365,550000
1366,850000
1367,1100000
1368,380000
1369,360000
1370,350000
1371,350000
1372,1100000
1373,400000
1374,400000
1375,1200000
1376,400000
1377,350000
1378,370000
1379,350000
1380,350000
1381,350000
1382,1200000
1383,400000
1384,400000
1385,550000
1386,1100000
1387,550000
1388,550000
1389,350000
1390,650000
1391,750000
1392,350000
1393,330000
1394,350000
1395,1100000
1396,330000
1397,1100000
1398,550000
1399,370000
1400,1100000
1401,360000
1402,350000
1403,1300000
1404,350000
1405,1100000
1406,400000
1407,350000
1408,350000
1409,370000
1410,550000
1411,380000
1412,1100000
1413,1100000
1414,1200000
1415,1100000
1416,360000
1417,650000
1418,550000
1419,350000
1420,1200000
1421,1200000
1422,1100000
1423,550000
1424,350000
1425,350000
1426,250000
1427,550000
1428,370000
1429,550000
1430,400000
1431,550000
1432,400000
1433,550000
1434,350000
1435,350000
1436,550000
1437,1200000
1438,1200000
1439,1100000
1440,1200000
1441,350000
1442,1300000
1443,350000
1444,1200000
1445,300000
1446,400000
1447,350000
1448,1100000
1449,550000
1450,350000
1451,650000
1452,360000
1453,650000
1454,400000
1455,350000
1456,350000
1457,350000
1458,350000
1459,400000
1460,350000
1461,350000
1462,1100000
1463,400000
1464,400000
1465,400000
1466,350000
1467,1200000
1468,1200000
1469,350000
1470,1100000
1471,380000
1472,550000
1473,350000
1474,330000
1475,1200000
1476,1200000
1477,350000
1478,360000
1479,350000
1480,350000
1481,350000
1482,350000
1483,400000
1484,1200000
1485,350000
1486,350000
1487,400000
1488,360000
1489,400000
1490,1200000
1491,750000
1492,350000
1493,550000
1494,1100000
1495,350000
1496,350000
1497,1200000
1498,400000
1499,350000
1500,350000
1501,350000
1502,450000
1503,1100000
1504,1100000
1505,400000
1506,400000
1507,350000
1508,1300000
1509,450000
1510,550000
1511,350000
1512,1200000
1513,350000
1514,1200000
1515,550000
1516,550000
1517,400000
1518,350000
1519,350000
1520,300000
1521,300000
1522,550000
1523,330000
1524,350000
1525,300000
1526,250000
1527,350000
1528,350000
1529,1100000
1530,370000
1531,1100000
1532,1200000
1533,1200000
1534,350000
1535,380000
1536,400000
1537,1200000
1538,350000
1539,350000
1540,550000
1541,1200000
1542,400000
1543,400000
1544,350000
1545,400000
1546,400000
1547,1100000
1548,400000
1549,550000
1550,400000
1551,330000
1552,370000
1553,1200000
1554,850000
1555,2100000
1556,350000
1557,350000
1558,750000
1559,350000
1560,400000
1561,550000
1562,400000
1563,350000
1564,350000
1565,350000
1566,220000
1567,250000
1568,350000
1569,350000
1570,350000
1571,360000
1572,550000
1573,750000
1574,400000
1575,550000
1576,550000
1577,350000
1578,300000
1579,550000
1580,350000
1581,550000
1582,1100000
1583,400000
1584,360000
1585,310000
1586,350000
1587,350000
1588,1200000
1589,370000
1590,350000
1591,1200000
1592,370000
1593,350000
1594,350000
1595,250000
1596,550000
1597,350000
1598,1100000
1599,1100000
1600,400000
1601,1100000
1602,370000
1603,400000
1604,550000
1605,310000
1606,350000
1607,550000
1608,550000
1609,350000
1610,550000
1611,400000
1612,380000
1613,350000
1614,380000
1615,360000
1616,400000
1617,1500000
1618,750000
1619,1100000
1620,360000
1621,350000
1622,850000
1623,550000
1624,550000
1625,350000
1626,350000
1627,1200000
1628,350000
1629,550000
1630,550000
1631,1200000
1632,350000
1633,650000
1634,350000
1635,1200000
1636,370000
1637,350000
1638,1400000
1639,550000
1640,1100000
1641,350000
1642,350000
1643,1300000
1644,1100000
1645,1300000
1646,550000
1647,370000
1648,400000
1649,750000
1650,350000
1651,1200000
1652,1100000
1653,550000
1654,380000
1655,1100000
1656,400000
1657,1100000
1658,400000
1659,1100000
1660,450000
1661,350000
1662,360000
1663,550000
1664,1200000
1665,400000
1666,350000
1667,350000
1668,350000
1669,400000
1670,370000
1671,350000
1672,1100000
1673,550000
1674,380000
1675,1100000
1676,350000
1677,400000
1678,350000
1679,400000
1680,400000
1681,350000
1682,350000
1683,330000
1684,350000
1685,1200000
1686,400000
1687,360000
1688,400000
1689,400000
1690,1100000
1691,1100000
1692,350000
1693,350000
1694,1100000
1695,350000
1696,400000
1697,350000
1698,330000
1699,550000
1700,380000
1701,350000
1702,1100000
1703,350000
1704,550000
1705,1300000
1706,550000
1707,350000
1708,550000
1709,350000
1710,1100000
1711,350000
1712,370000
1713,360000
1714,400000
1715,350000
1716,350000
1717,350000
1718,350000
1719,380000
1720,400000
1721,380000
1722,1200000
1723,350000
1724,450000
1725,1100000
1726,360000
1727,850000
1728,1100000
1729,1200000
1730,350000
1731,350000
1732,350000
1733,1100000
1734,350000
1735,550000
1736,400000
1737,400000
1738,350000
1739,350000
1740,400000
1741,370000
1742,1200000
1743,1100000
1744,350000
1745,250000
1746,380000
1747,1200000
1748,350000
1749,1100000
1750,550000
1751,400000
1752,300000
1753,400000
1754,250000
1755,350000
1756,220000
1757,350000
1758,350000
1759,550000
1760,550000
1761,1100000
1762,1200000
1763,350000
1764,1100000
1765,1200000
1766,400000
1767,550000
1768,350000
1769,1100000
1770,1100000
1771,550000
1772,350000
1773,350000
1774,360000
1775,400000
1776,850000
1777,370000
1778,1100000
1779,1100000
1780,250000
1781,350000
1782,380000
1783,350000
1784,360000
1785,550000
1786,1100000
1787,400000
1788,370000
1789,1200000
1790,1100000
1791,1100000
1792,1100000
1793,380000
1794,1100000
1795,350000
1796,1200000
1797,1500000
1798,380000
1799,650000
1800,250000
1801,550000
1802,350000
1803,1100000
1804,650000
1805,350000
1806,350000
1807,1100000
1808,350000
1809,1100000
1810,360000
1811,450000
1812,360000
1813,1100000
1814,400000
1815,400000
1816,350000
1817,350000
1818,350000
1819,550000
1820,350000
1821,350000
1822,550000
1823,350000
1824,1100000
1825,550000
1826,350000
1827,350000
1828,380000
1829,1100000
1830,1200000
1831,400000
1832,1100000
1833,1100000
1834,1200000
1835,350000
1836,360000
1837,1200000
1838,350000
1839,350000
1840,650000
1841,350000
1842,400000
1843,380000
1844,650000
1845,350000
1846,1100000
1847,400000
1848,1200000
1849,1200000
1850,400000
1851,400000
1852,400000
1853,1100000
1854,350000
1855,400000
1856,400000
1857,1100000
1858,350000
1859,350000
1860,400000
1861,1200000
1862,550000
1863,350000
1864,400000
1865,1100000
1866,350000
1867,380000
1868,350000
1869,1100000
1870,250000
1871,350000
1872,400000
1873,1100000
1874,1100000
1875,550000
1876,1200000
1877,350000
1878,550000
1879,1100000
1880,550000
1881,360000
1882,400000
1883,550000
1884,1200000
1885,550000
1886,350000
1887,1200000
1888,250000
1889,250000
1890,1100000
1891,400000
1892,350000
1893,350000
1894,550000
1895,350000
1896,400000
1897,1100000
1898,1100000
1899,550000
1900,350000
1901,350000
1902,350000
1903,1100000
1904,350000
1905,350000
1906,350000
1907,400000
1908,1100000
1909,790000
1910,400000
1911,400000
1912,350000
1913,400000
1914,250000
1915,1200000
1916,400000
1917,350000
1918,350000
1919,1200000
1920,250000
1921,550000
1922,1500000
1923,750000
1924,370000
1925,350000
1926,1100000
1927,350000
1928,350000
1929,350000
1930,1100000
1931,1100000
1932,750000
1933,350000
1934,360000
1935,350000
1936,850000
1937,370000
1938,1200000
1939,1100000
1940,350000
1941,350000
1942,350000
1943,850000
1944,250000
1945,450000
1946,350000
1947,2100000
1948,1100000
1949,400000
1950,550000
1951,400000
1952,350000
1953,550000
1954,350000
1955,250000
1956,400000
1957,350000
1958,1100000
1959,1200000
1960,350000
1961,550000
1962,400000
1963,360000
1964,350000
1965,350000
1966,550000
1967,350000
1968,1200000
1969,350000
1970,250000
1971,400000
1972,350000
1973,400000
1974,550000
1975,1200000
1976,350000
1977,250000
1978,400000
1979,1200000
1980,350000
1981,1100000
1982,550000
1983,650000
1984,550000
1985,550000
1986,350000
1987,350000
1988,550000
1989,350000
1990,600000
1991,250000
1992,350000
1993,400000
1994,1200000
1995,400000
1996,350000
1997,350000
1998,2100000
1999,360000
